SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
2088,Francis Lawrence Fernandes,MUMBAI NORTH CENTRAL,IND,0,Graduate,"Rs 1,50,71,413","Rs 0, "
2089,Fulmani Hembram,KATIHAR,Bharat Vikas Morcha,0,8th Pass,"Rs 7,53,000","Rs 0, "
2090,Furkan Ansari,GODDA,INC,,Graduate,"Rs 2,13,32,923","Rs 10,40,000, "
2091,G Anojirao,KOPPAL,IND,0,12th Pass,"Rs 21,01,000","Rs 0, "
2092,G C Patel,DAVANAGERE,Sarva Janata Party,0,Graduate Professional,"Rs 7,19,300","Rs 0, "
2093,G C Venkataramanappa,CHIKKBALLAPUR,RPI(A),0,5th Pass,"Rs 3,75,000","Rs 0, "
2094,G Lalitha,ANANTAPUR,SUCI(C),,Graduate Professional,"Rs 58,683","Rs 0, "
2095,G N Ravi,CHIKKBALLAPUR,IND,0,Others,"Rs 6,73,700","Rs 50,000, "
2096,G Nataraja,BELLARY,Karunaadu Party,0,Others,"Rs 8,85,000","Rs 0, "
2097,G V Sreerama Reddy,CHIKKBALLAPUR,CPI(M),,Graduate Professional,"Rs 67,20,730","Rs 6,20,000, "
2098,G. Anandhan,VILUPPURAM,CPI(M),,10th Pass,"Rs 1,92,800","Rs 21,500, "
2099,G. Balaswamy,NANDYAL,IND,,Doctorate,"Rs 46,39,275","Rs 3,50,000, "
2100,G. Narayanaswamy (Kapali),BANGALORE CENTRAL,IND,0,10th Pass,"Rs 81,46,501","Rs 0, "
2101,G. Palani,PONDICHERRY,CPI(ML)L,0,10th Pass,"Rs 12,39,728","Rs 90,000, "
2102,G. Sutha,PONDICHERRY,IND,0,10th Pass,"Rs 11,20,900","Rs 0, "
2103,G. Venkatesh Bhovi,BANGALORE SOUTH,IND,0,10th Pass,"Rs 35,32,000","Rs 0, "
2104,G.Balasubramanian,KARUR,IND,0,12th Pass,"Rs 58,89,437","Rs 3,32,804, "
2105,G.Bojan,KALLAKURICHI,IND,0,8th Pass,"Rs 4,22,000","Rs 0, "
2106,G.Kannan,MADURAI,IND,0,Graduate,"Rs 1,01,000","Rs 0, "
2107,G.M. Siddeshwara,DAVANAGERE,BJP,0,10th Pass,"Rs 23,23,75,703","Rs 1,79,51,455, "
2108,G.M.Siddeshi,DAVANAGERE,IND,0,12th Pass,"Rs 15,01,000","Rs 2,75,000, "
2109,G.Mallesham Goud,CHEVELLA,IND,0,Post Graduate,"Rs 1,46,00,000","Rs 56,00,000, "
2110,G.Maria Joseph Xaviour,MADURAI,IND,0,Post Graduate,"Rs 74,92,013","Rs 0, "
2111,G.Mujeeb Hussain,RAJAMPET,Jai Samaikyandhra Party,0,Graduate,"Rs 3,94,15,000","Rs 19,50,000, "
2112,G.N.Venkatesh,KOLAR,IND,0,Graduate Professional,"Rs 5,45,000","Rs 80,000, "
2113,G.Nagendra,TUMKUR,IND,0,10th Pass,"Rs 2,75,000","Rs 0, "
2114,G.R.Barua,KARAULI DHOLPUR,BSP,0,Post Graduate,"Rs 2,43,97,589","Rs 2,78,400, "
2115,G.S.Basavaraj,TUMKUR,BJP,0,Graduate Professional,"Rs 27,57,85,995","Rs 6,72,00,540, "
2116,G.Shanmugam,PONDICHERRY,IND,0,Others,"Rs 58,75,000","Rs 0, "
2117,Gabbar Sinh Warkade,BETUL,Bahujan Mukti Party,0,8th Pass,"Rs 75,000","Rs 0, "
2118,Gaddala Vinay Kumar,PEDDAPALLE,IND,0,8th Pass,"Rs 82,37,500","Rs 4,88,664, "
2119,Gadde Thyagaraju,BAPATLA,IND,0,Graduate,"Rs 11,85,000","Rs 1,00,000, "
2120,Gadhiya Soyeb Husenbhai,JUNAGADH,IND,,Others,"Rs 2,63,000","Rs 1,20,561, "
2121,Gadkari Nitin Jairam,NAGPUR,BJP,,Graduate Professional,"Rs 15,37,04,475","Rs 1,90,04,037, "
2122,Gaffar,KHARGONE,IND,0,Literate,"Rs 5,25,500","Rs 0, "
2123,Gagan Rastogi,CHANDNI CHOWK,IND,0,Graduate,"Rs 53,919","Rs 0, "
2124,Gagandeep Kumar,AMRITSAR,IND,0,Post Graduate,"Rs 19,03,789","Rs 0, "
2125,Gaikawad Rajendra Vitthal,YAVATMAL WASHIM,IND,,12th Pass,"Rs 30,250","Rs 0, "
2126,Gaikwad Abhijeet Kalyanrao,DINDORI,IND,0,Graduate Professional,"Rs 2,00,000","Rs 0, "
2127,Gaikwad Bhagwan Madhav,RAVER,Prabuddha Republican Party,0,Literate,"Rs 50,000","Rs 0, "
2128,Gaikwad Eknath Mahadeo,MUMBAI SOUTH CENTRAL,INC,0,10th Pass,"Rs 2,44,41,410","Rs 20,50,000, "
2129,Gaikwad Mohan Ramrao,NAGPUR,BSP,0,Doctorate,"Rs 4,74,73,922","Rs 3,39,21,023, "
2130,Gaikwad Ravindra Vishwanath,OSMANABAD,SHS,,Post Graduate,"Rs 3,28,52,793","Rs 59,62,702, "
2131,Gaikwad Sunil Baliram,LATUR,BJP,0,Doctorate,"Rs 1,74,63,251","Rs 0, "
2132,Gaikwad Texas Bhausaheb,MAVAL,BSP,0,Graduate Professional,"Rs 3,83,66,000","Rs 0, "
2133,Gaikwad Umaji Pandurang,OSMANABAD,IND,0,10th Pass,Rs 597,"Rs 0, "
2134,Gajabheemkar Bansilal,MEDAK,IND,0,10th Pass,"Rs 2,33,000","Rs 0, "
2135,Gajabinkar Bansilal,MALKAJGIRI,IND,0,12th Pass,"Rs 2,33,000","Rs 0, "
2136,Gajanan Chandrakant Kirtikar,MUMBAI NORTH WEST,SHS,0,Graduate,"Rs 5,83,52,000","Rs 22,57,000, "
2137,Gajanan Pandurang Mane,LATUR,IND,0,Not Given,"Rs 8,38,628","Rs 0, "
2138,Gajendra,GAUTAM BUDHHA NAGAR,Indian Oceanic Party,0,Post Graduate,"Rs 50,000","Rs 0, "
2139,Gajendra Kumar,PATNA SAHIB,Sankhyanupati Bhagidari Party,0,Graduate,"Rs 15,75,000","Rs 0, "
2140,Gajendra Limbaji Avghade,LATUR,IND,0,12th Pass,"Rs 7,61,000","Rs 0, "
2141,"Gajendran, S.",ARAKKONAM,IND,0,12th Pass,"Rs 1,52,000","Rs 0, "
2142,Gajendrasingh Shekhawat,JODHPUR,BJP,0,Post Graduate,"Rs 14,34,91,494","Rs 9,21,98,588, "
2143,Gajjala Rama Subba Reddy,KADAPA,Pyramid Party of India,0,10th Pass,"Rs 5,35,800","Rs 0, "
2144,Gajresh Kumar,BIJNOR,IND,,Graduate,"Rs 2,66,000","Rs 0, "
2145,Gajula Jakeer Hussain,KURNOOL,Jai Samaikyandhra Party,0,Graduate,"Rs 15,85,000","Rs 60,000, "
2146,Gamar Vadhabhai Radhabhai,BANASKANTHA,IND,0,12th Pass,"Rs 6,60,000","Rs 0, "
2147,Gandavarapu Samanya,CHITTOOR,Yuvajana Sramika Rythu Congress Party,0,Doctorate,"Rs 2,92,54,634","Rs 3,37,949, "
2148,Gandhi Dilipkumar Mansukhlal,AHMEDNAGAR,BJP,,10th Pass,"Rs 6,53,16,725","Rs 3,41,76,876, "
2149,"Gandhi, P.",NILGIRIS,INC,0,Graduate,"Rs 35,75,000","Rs 5,38,000, "
2150,Gandhi.Tvs,KRISHNAGIRI,IND,0,Graduate,"Rs 35,033","Rs 0, "
2151,Gandhirajan S,DINDIGUL,DMK,0,Graduate Professional,"Rs 6,43,18,720","Rs 1,30,01,000, "
2152,Gandhiselvan.S,NAMAKKAL,DMK,0,Post Graduate,"Rs 3,30,49,195","Rs 8,00,000, "
2153,Ganesan S,CHENNAI SOUTH,SUCI(C),0,Graduate Professional,"Rs 3,29,01,000","Rs 0, "
2154,Ganesan.S.,TENKASI,IND,0,Post Graduate,"Rs 1,85,000","Rs 0, "
2155,Ganesh,TIKAMGARH,IND,0,5th Pass,"Rs 20,000","Rs 0, "
2156,Ganesh Bag,ARAMBAG,Jharkhand Disom Party,0,8th Pass,Nil,"Rs 0, "
2157,Ganesh Bapurao Patil,RAMTEK,GGP,0,5th Pass,"Rs 52,20,000","Rs 20,000, "
2158,Ganesh Bhimrao Budhe,MUMBAI SOUTH CENTRAL,IND,0,12th Pass,"Rs 60,000","Rs 50,000, "
2159,Ganesh Ji Tripathi,PHULPUR,Rashtriya Bandhutwa Party,,Graduate,"Rs 77,17,668","Rs 0, "
2160,Ganesh Kumar,SAMASTIPUR,AAP,0,10th Pass,"Rs 22,62,533","Rs 0, "
2161,Ganesh Mukhiya Nishad,KHAGARIA,Sarvajan Kalyan Loktantrik Party,,12th Pass,"Rs 68,29,298","Rs 0, "
2162,Ganesh Rajak,VIDISHA,Samata Party,0,12th Pass,"Rs 5,60,000","Rs 0, "
2163,Ganesh Ram,SIWAN,BSP,,Post Graduate,"Rs 7,79,202","Rs 0, "
2164,Ganesh Shaw,PATNA SAHIB,BSP,0,Graduate,"Rs 64,000","Rs 52,000, "
2165,Ganesh Singh,SATNA,BJP,,Post Graduate,"Rs 3,78,00,000","Rs 0, "
2166,Ganesh Yadav,BILASPUR,GGP,0,10th Pass,"Rs 1,00,500","Rs 0, "
2167,Ganesha,CHITRADURGA,IND,0,Not Given,"Rs 1,15,500","Rs 0, "
2168,Ganesha Murthi.A,ERODE,MDMK,,Graduate,"Rs 2,98,56,503","Rs 25,12,561, "
2169,"Ganeshkumar, K.",COIMBATORE,DMK,0,Graduate Professional,"Rs 1,29,64,091","Rs 2,22,000, "
2170,Ganga Charan,KANNAUJ,Rashtriya Kranti Party,0,Post Graduate,"Rs 15,38,638","Rs 75,000, "
2171,Ganga Singh,JALAUN,Al-Hind Party,0,10th Pass,"Rs 8,500","Rs 0, "
2172,Ganga Vishnu Prasadq,PATNA SAHIB,IND,0,Graduate Professional,"Rs 64,01,308","Rs 0, "
2173,"Gangadaran, K.",VELLORE,IND,0,Not Given,"Rs 40,09,373","Rs 0, "
2174,Gangadhar Patel,MAHASAMUND,IND,0,5th Pass,"Rs 9,29,000","Rs 0, "
2175,Gangadhar S. Badiger,DHARWAD,SUCI(C),0,Graduate,"Rs 60,000","Rs 0, "
2176,Gangadhar Sitaram Kalkute,BEED,IND,0,Graduate,"Rs 4,25,000","Rs 0, "
2177,"Gangadharan, K.",VELLORE,Tamil Nadu Makkal Congress,0,10th Pass,"Rs 1,67,000","Rs 17,500, "
2178,Gangaram Pratap,KHARGONE,Aadijan Mukti Sena,0,8th Pass,"Rs 38,287","Rs 0, "
2179,Gangaram Sasmal,GHATAL,Party for Democratic Socialism,0,Graduate,"Rs 25,28,000","Rs 0, "
2180,Gangesh Kumar Gupta,AMETHI,IND,0,Post Graduate,"Rs 1,19,919","Rs 0, "
2181,Gangmumei Kamei,OUTER MANIPUR,BJP,0,Post Graduate,"Rs 1,06,56,364","Rs 0, "
2182,Gannarapu Surender,WARANGAL,BSP,0,Post Graduate,"Rs 91,10,000","Rs 30,00,000, "
2183,Ganpat Mahto,DHANBAD,IND,,12th Pass,"Rs 2,13,27,928","Rs 0, "
2184,Gaur Chandra Majumder,ANDAMAN AND NICOBAR ISLANDS,BSP,0,Graduate,"Rs 31,92,819","Rs 6,88,689, "
2185,Gaurangbhai Rameshbhai Patel,VALSAD,Hindustan Janta Party,,12th Pass,"Rs 2,40,000","Rs 0, "
2186,Gaurav,BIJNOR,AAP,0,Graduate Professional,"Rs 2,82,46,000","Rs 2,40,00,000, "
2187,Gaurav Kumar Ghosh,BHAGALPUR,National Tiger Party,0,12th Pass,"Rs 84,64,037","Rs 2,50,000, "
2188,Gaurav Pundir,TEHRI GARHWAL,IND,0,Post Graduate,"Rs 6,40,000","Rs 1,50,000, "
2189,Gauri Shankar,BIKANER,AAP,0,Doctorate,"Rs 21,73,200","Rs 3,00,000, "
2190,Gaus Mohammed Sheikh Ayyub Sheikh,NAGPUR,IND,0,10th Pass,"Rs 50,000","Rs 0, "
2191,Gautam Bharti,MOHANLALGANJ,Rashtriya Rashtrawadi Party,0,12th Pass,"Rs 6,37,543","Rs 0, "
2192,Gautam Kouri,GHATAL,Amra Bangalee,,10th Pass,"Rs 14,23,000","Rs 3,00,000, "
2193,Gautam Kumar Mahato,DHANBAD,IND,0,10th Pass,"Rs 4,15,157","Rs 2,000, "
2194,Gautam Kumar Sarma,BARPETA,IND,0,Post Graduate,"Rs 52,76,151","Rs 6,00,000, "
2195,Gautam Ramteke,BALAGHAT,Republican Party of India (Khobragade),0,12th Pass,"Rs 2,000","Rs 0, "
2196,Gautam Sarkar,MALDAHA UTTAR,SUCI(C),0,Post Graduate,"Rs 3,27,400","Rs 0, "
2197,Gautam Shinde,BHOPAL,Apna Dal,0,Graduate Professional,"Rs 6,33,000","Rs 0, "
2198,Gavari Shyam Anant,PALGHAR,BSP,0,12th Pass,"Rs 1,50,000","Rs 0, "
2199,Gavit Manikrao Hodlya,NANDURBAR,INC,,5th Pass,"Rs 5,18,33,563","Rs 2,71,769, "
2200,Gawali Bhavana Pundlikrao,YAVATMAL WASHIM,SHS,,Graduate,"Rs 6,08,86,040","Rs 73,68,967, "
2201,Gawde Sukhdev Bhanudas,SATARA,IND,0,10th Pass,"Rs 21,70,000","Rs 0, "
2202,Gayadhar Mallick,JAJPUR,Samata Kranti Dal,,10th Pass,"Rs 3,71,500","Rs 0, "
2203,Gayake Sadashiv Ambadas,AURANGABAD,SP,,Graduate Professional,"Rs 1,20,25,302","Rs 2,27,000, "
2204,Gaytri Prasad,ALLAHABAD,Bhartiya Shakti Chetna Party,0,12th Pass,"Rs 1,81,75,500","Rs 1,83,872, "
2205,Gazi Atejad,DHULE,IND,0,10th Pass,"Rs 33,000","Rs 0, "
2206,Geddam Sampada Rao,AMALAPURAM,BSP,,Graduate Professional,"Rs 11,74,000","Rs 1,00,000, "
2207,Gedela Krishna Rao,VISAKHAPATNAM,IND,0,Post Graduate,"Rs 65,81,18,000","Rs 0, "
2208,Geeta Arya,SASARAM,AAP,0,8th Pass,"Rs 1,87,56,436","Rs 0, "
2209,Geeta Kora,SINGHBHUM,Jai Bharat Samanta Party,,Graduate,"Rs 3,02,67,735","Rs 5,83,602, "
2210,Geeta Rajput,GWALIOR,Al-Hind Party,0,12th Pass,"Rs 53,000","Rs 0, "
2211,Geeta Rani,BATHINDA,Akhil Bharatiya Shivsena Rashtrawadi,0,5th Pass,Nil,"Rs 0, "
2212,Geetaram Ramchandra Kadam,SHIRUR,Socialist Party (India),0,12th Pass,"Rs 64,23,981","Rs 11,00,000, "
2213,Geete Anant Gangaram,RAIGAD,SHS,0,10th Pass,"Rs 4,44,66,487","Rs 2,39,68,087, "
2214,Geetha Shivarajkumar,SHIMOGA,JD(S),0,Graduate,"Rs 17,67,21,674","Rs 3,87,12,502, "
2215,George Baker,HOWRAH,BJP,0,Others,"Rs 11,85,773","Rs 0, "
2216,George Mankidiyil,THIRUVANANTHAPURAM,IND,0,Graduate Professional,"Rs 2,01,03,771","Rs 0, "
2217,"George, V.A.",VELLORE,Bharatiya Dr. B.R.Ambedkar Janta Party,0,5th Pass,"Rs 7,850","Rs 0, "
2218,Germanus.S,TIRUNELVELI,IND,0,Post Graduate,"Rs 12,64,010","Rs 0, "
2219,Gh. Nabi Shah,ANANTNAG,SP,0,10th Pass,"Rs 1,99,39,000","Rs 8,78,970, "
2220,Ghanashyam,VARANASI,IND,0,Post Graduate,"Rs 15,95,666","Rs 0, "
2221,Ghanshyam,KARAULI DHOLPUR,AAP,0,10th Pass,"Rs 21,00,191","Rs 1,00,000, "
2222,Ghanshyam Anuragi,JALAUN,SP,,Graduate Professional,"Rs 2,28,97,258","Rs 1,25,00,000, "
2223,Ghanshyam Chandel,INDORE,IND,0,Graduate,"Rs 34,65,000","Rs 2,20,000, "
2224,Ghanshyam Dass,NEW DELHI,IND,0,10th Pass,"Rs 2,10,43,000","Rs 0, "
2225,Ghanshyam Kudape,MANDLA,IND,0,10th Pass,"Rs 13,51,051","Rs 0, "
2226,Ghanshyam Singh,LUCKNOW,IND,0,Others,"Rs 78,42,986","Rs 18,57,893, "
2227,Gharat Santosh Rohidas,MAVAL,Bahujan Mukti Party,0,8th Pass,"Rs 1,12,00,149","Rs 7,80,879, "
2228,Ghaywan Roshan Jambuwantrao,CHANDRAPUR,Republican Paksha (Khoripa),0,Post Graduate,"Rs 19,21,000","Rs 0, "
2229,Ghisu Lal,BHARATPUR,IND,0,12th Pass,"Rs 2,75,000","Rs 0, "
2230,Gholap Sandeep Bhaskar,SHIRDI,IND,0,8th Pass,"Rs 1,93,600","Rs 0, "
2231,Ghosh Niranjan Somabhai,GANDHINAGAR,BSP,0,Graduate,"Rs 40,63,969","Rs 0, "
2232,Ghulam Kundanam,KARAKAT,AAP,,Graduate Professional,"Rs 6,23,000","Rs 2,80,800, "
2233,Ghulam Mohammad Mir,BARAMULLA,BJP,0,Graduate Professional,"Rs 1,61,00,000","Rs 13,80,000, "
2234,Ghulam Mohammed,BAGHPAT,SP,0,Post Graduate,"Rs 2,21,08,104","Rs 56,78,445, "
2235,Ghulam Nabi Azad,UDHAMPUR,INC,0,Post Graduate,"Rs 4,13,89,590","Rs 0, "
2236,Ghulam Raza,LADAKH,IND,0,Graduate,"Rs 1,23,766","Rs 0, "
2237,Ghunnar Prakash Vitthalrao,HINGOLI,IND,0,12th Pass,"Rs 1,05,72,325","Rs 3,00,000, "
2238,Ghunnar Prakash Vitthalrao,NANDED,IND,0,12th Pass,"Rs 1,05,72,325","Rs 3,00,000, "
2239,Ghuran Ram,PALAMAU,JVM(P),,Graduate,"Rs 1,45,86,699","Rs 10,46,647, "
2240,Gicho Kabak,ARUNACHAL WEST,NCP,0,10th Pass,"Rs 4,00,000","Rs 0, "
2241,Girdhari,TIKAMGARH,IND,0,12th Pass,"Rs 14,03,342","Rs 0, "
2242,Girdhari Lal,UDHAMPUR,Bharatiya Bahujan Party,0,Post Graduate,"Rs 2,49,20,000","Rs 0, "
2243,Giri Ramchandra Vaijnath,PANCHMAHAL,BSP,0,12th Pass,"Rs 21,82,000","Rs 80,000, "
2244,Giridhar Gamang,KORAPUT,INC,0,Graduate,"Rs 58,95,460","Rs 25,00,000, "
2245,Girija Baksh,AMETHI,IND,0,Post Graduate,"Rs 25,55,620","Rs 0, "
2246,Girija Kumary,ATTINGAL,BJP,0,12th Pass,"Rs 32,79,941","Rs 1,46,000, "
2247,Girindra Nath Barman,COOCHBEHAR,BSP,0,10th Pass,"Rs 1,03,000","Rs 0, "
2248,Giriraj Singh,NAWADA,BJP,,Graduate,"Rs 5,00,54,771","Rs 0, "
2249,Giriraj. D,CHENNAI NORTH,IND,0,5th Pass,"Rs 34,15,000","Rs 0, "
2250,Girirajan .R,CHENNAI NORTH,DMK,0,Not Given,"Rs 4,67,00,792","Rs 77,33,259, "
2251,Girish Chandra,NAGINA,BSP,,Graduate,"Rs 2,48,39,368","Rs 80,97,654, "
2252,Girish Chandra Singh,BARRACKPUR,IND,0,Post Graduate,"Rs 3,17,08,655","Rs 0, "
2253,Girish Kumar Gautam,REWA,IND,0,Post Graduate,"Rs 3,81,000","Rs 0, "
2254,Girish Lal,SULTANPUR,Suheldev Bhartiya Samaj Party,0,Post Graduate,"Rs 19,15,000","Rs 0, "
2255,Girishgouda Channabasanagouda Bistanagoudar,HAVERI,IND,0,Graduate,"Rs 6,555","Rs 0, "
2256,Girishji Jenaji Dabhi,MAHESANA,Bharatiya National Janta Dal,,5th Pass,"Rs 23,33,000","Rs 3,00,000, "
2257,Girja Shankar @ Raju,UNNAO,Swarajya Party Of India,0,Literate,"Rs 1,98,200","Rs 0, "
2258,Girjashankar,MIRZAPUR,IND,0,5th Pass,"Rs 12,70,000","Rs 0, "
2259,Girraj Yadav,GUNA,IND,,10th Pass,"Rs 5,65,000","Rs 0, "
2260,Gita Chetan Paunda,BHAVNAGAR,BSP,0,Graduate Professional,"Rs 4,68,200","Rs 1,13,000, "
2261,Gita Mandal,GODDA,CPI(ML)L,,Graduate,"Rs 18,87,379","Rs 0, "
2262,Gitadas Das W/O Hariharadas Das,NARSAPURAM,Prem Janata Dal,0,8th Pass,"Rs 1,47,000","Rs 0, "
2263,Gnanapandithan.P,NAMAKKAL,RPI(A),0,Illiterate,"Rs 1,46,000","Rs 0, "
2264,Gobarddhan Manna,HOWRAH,Indian Unity Centre,0,8th Pass,"Rs 4,57,000","Rs 0, "
2265,Gobardhan Ghosh,GHATAL,Rashtriya Janadhikar Suraksha Party,0,8th Pass,"Rs 7,55,731","Rs 0, "
2266,Gobardhan Prasad,KUSHI NAGAR,Socialist Party (India),,Graduate,"Rs 5,05,500","Rs 0, "
2267,Gobind Singh,FARIDKOT,RPI(A),0,8th Pass,"Rs 1,00,000","Rs 0, "
2268,Godam Nagesh,ADILABAD,TRS,0,Post Graduate,"Rs 1,03,78,857","Rs 1,48,784, "
2269,Godse Hement Tukaram,NASHIK,SHS,,12th Pass,"Rs 8,36,28,253","Rs 2,35,59,648, "
2270,Gogulamudi Narasimha Rao,BAPATLA,IND,0,10th Pass,"Rs 12,62,200","Rs 7,33,400, "
2271,Gohel Bharatbhai Bhimabhai,BHAVNAGAR,IND,0,8th Pass,Nil,"Rs 0, "
2272,Gohil Pravinsinh Dhirubha,BHAVNAGAR,IND,0,10th Pass,"Rs 18,51,000","Rs 1,68,890, "
2273,Gohil Virsangbhai Parbatbhai,BHARUCH,IND,0,10th Pass,"Rs 62,86,233","Rs 0, "
2274,Gokaraju Ganga Raju,NARSAPURAM,BJP,,Graduate,"Rs 2,88,35,67,122","Rs 16,85,01,286, "
2275,Gokila .K,RAMANATHAPURAM,IND,0,Post Graduate,"Rs 1,34,022","Rs 2,40,000, "
2276,Gokinepalli Venkateswara Rao,KHAMMAM,IND,,5th Pass,"Rs 3,70,000","Rs 0, "
2277,Gokul Prasad Dongre,DEWAS,BSP,,Graduate,"Rs 1,86,75,000","Rs 3,29,980, "
2278,Golla Babu Rao,BAPATLA,IND,0,Post Graduate,"Rs 1,55,000","Rs 0, "
2279,Gollapalli Kishore Kumar Reddy,ONGOLE,Jai Samaikyandhra Party,0,Post Graduate,"Rs 3,35,000","Rs 0, "
2280,Gomasta Prasad Soren,JHARGRAM,Akhil Bhartiya Jharkhand Party,0,10th Pass,"Rs 9,87,537","Rs 0, "
2281,Gondane Divakar Laxman,MUMBAI NORTH,Bharipa Bahujan Mahasangha,,Graduate,"Rs 41,03,000","Rs 0, "
2282,Gopal .R,RAMANATHAPURAM,IND,0,Graduate,"Rs 5,70,000","Rs 0, "
2283,Gopal Balmiki,BIKANER,IND,0,10th Pass,"Rs 1,000","Rs 0, "
2284,Gopal Chinayya Shetty,MUMBAI NORTH,BJP,,5th Pass,"Rs 9,56,17,889","Rs 0, "
2285,Gopal Das,BASIRHAT,BSP,0,8th Pass,"Rs 67,500","Rs 0, "
2286,Gopal Kanaujiya,MOHANLALGANJ,RPI(A),0,12th Pass,"Rs 12,39,961","Rs 0, "
2287,Gopal Mondal,GHATAL,IND,0,Graduate,"Rs 76,000","Rs 0, "
2288,Gopal Murmu,GHATAL,Jharkhand Anushilan Party,0,10th Pass,"Rs 18,95,049","Rs 13,579, "
2289,Gopal Paharia,BHARATPUR,AAP,,Graduate,"Rs 10,88,94,131","Rs 0, "
2290,Gopal Prasad,MAHARAJGANJ,IND,0,Graduate Professional,"Rs 25,18,000","Rs 0, "
2291,Gopal Prasad Sinha,PATNA SAHIB,JD(U),0,Post Graduate,"Rs 5,91,31,851","Rs 0, "
2292,Gopal Pujari,NABARANGPUR,Aama Odisha Party,,10th Pass,"Rs 1,00,000","Rs 0, "
2293,Gopal Singh,ARRAH,IND,0,10th Pass,"Rs 24,10,664","Rs 0, "
2294,Gopal Singh Shekhawat,RAJSAMAND,INC,0,Graduate Professional,"Rs 41,57,012","Rs 7,96,727, "
2295,Gopal Swaroop,AMETHI,Kisan Majdoor Berojgar Sangh,0,Post Graduate,"Rs 5,11,829","Rs 0, "
2296,Gopal. Dr. K,NAGAPATTINAM,AIADMK,0,Graduate Professional,"Rs 1,90,74,709","Rs 1,36,29,120, "
2297,"Gopalakrishnan, C.",NILGIRIS,AIADMK,0,Post Graduate,"Rs 1,09,41,189","Rs 12,24,754, "
2298,Goparam Meghwal,JODHPUR,BSP,0,5th Pass,"Rs 86,26,500","Rs 0, "
2299,Gopi Baruah,GAUHATI,Lok Bharati,0,8th Pass,"Rs 6,70,004","Rs 0, "
2300,Gopi Chand Shahabadi,TEZPUR,AITC,0,Graduate,"Rs 2,06,24,119","Rs 34,37,403, "
2301,Gopi Nath Das,GAUHATI,AIUDF,0,Graduate,"Rs 1,13,82,580","Rs 0, "
2302,Gopi P,ERODE,INC,0,Literate,"Rs 1,94,06,959","Rs 8,95,121, "
2303,Gopi Raman,AKBARPUR,JD(U),,10th Pass,"Rs 18,99,211","Rs 20,295, "
2304,Gopinath Jani,NABARANGPUR,BSP,0,8th Pass,"Rs 4,26,659","Rs 37,200, "
2305,Gopinath Sakharam Mhaske,THANE,Bharipa Bahujan Mahasangha,0,Illiterate,"Rs 20,45,000","Rs 0, "
2306,"Gopinathan, G.",ARAKKONAM,IND,0,Graduate,"Rs 2,56,86,000","Rs 30,20,900, "
2307,Gopinathan.N,MALAPPURAM,IND,0,Post Graduate,"Rs 24,86,000","Rs 2,01,347, "
2308,"Gopu, C.",VELLORE,IND,0,12th Pass,"Rs 25,00,000","Rs 1,50,000, "
2309,Gora Shoeb Mohmadhanif,PANCHMAHAL,IND,0,5th Pass,"Rs 50,000","Rs 0, "
2310,Gorakh Prasad,BANSGAON,SP,,Graduate Professional,"Rs 98,44,522","Rs 4,85,000, "
2311,Gordhan Sarswat,CHURU,AITC,0,Literate,"Rs 5,00,000","Rs 0, "
2312,Gorre Ramesh,PEDDAPALLE,IND,0,Post Graduate,"Rs 6,21,500","Rs 2,00,000, "
2313,Gotam Lal Meena,UDAIPUR,CPI(ML)L,,5th Pass,"Rs 1,41,876","Rs 0, "
2314,Gothra Moopan Nellikadan Kannan,KASARAGOD,IND,0,Not Given,"Rs 2,40,000","Rs 0, "
2315,Gour Chandra Hembram,BANKURA,IND,0,Post Graduate,"Rs 11,00,000","Rs 1,00,000, "
2316,Gourav Gogoi,KALIABOR,INC,0,Post Graduate,"Rs 54,73,199","Rs 10,42,133, "
2317,Goutam Bhattacharya,DARJEELING,SUCI(C),0,10th Pass,"Rs 12,01,800","Rs 0, "
2318,Goutam Malakar,KARIMGANJ,IND,0,8th Pass,"Rs 2,42,000","Rs 0, "
2319,Goutam Shriram Wasnik,RAMTEK,IND,0,8th Pass,"Rs 7,64,000","Rs 0, "
2320,Govind,BIDAR,SP,0,10th Pass,"Rs 4,37,03,163","Rs 27,40,661, "
2321,Govind Das,MAHARAJGANJ,IND,0,5th Pass,"Rs 52,30,430","Rs 0, "
2322,Govind Gaude,SOUTH GOA,IND,,Others,"Rs 54,78,000","Rs 6,50,000, "
2323,Govind Kumar Bairwa,BHILWARA,BSP,0,8th Pass,"Rs 24,70,000","Rs 0, "
2324,Govind Prasad,KAISERGANJ,Samyak Parivartan Party,0,Graduate Professional,"Rs 17,37,312","Rs 0, "
2325,Govind Prasad,TONK SAWAI MADHOPUR,IND,0,8th Pass,"Rs 2,65,000","Rs 0, "
2326,Govind Singh Rajput,SAGAR,INC,,Post Graduate,"Rs 3,07,58,478","Rs 24,58,028, "
2327,Govinda Narayan Gunjal,RAVER,IND,0,Graduate Professional,"Rs 4,84,400","Rs 0, "
2328,"Govindan, C.",VELLORE,IND,0,Illiterate,"Rs 2,50,000","Rs 0, "
2329,Govindaraju K,SALEM,IND,0,8th Pass,"Rs 17,45,550","Rs 78,214, "
2330,Govindarju.G,TUMKUR,IND,0,10th Pass,"Rs 32,85,000","Rs 50,000, "
